what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1556955543621
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1556955550266
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1556955556991
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1556955557979
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1556955562282
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1556955562291
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1556955563761
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1556955573231
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1556955576538
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1556955580536
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1556955590989
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1556955607573
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1556955614962
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1556955617435
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1556955620308
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1556955621124
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1556955624660
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1556955745843
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1556955749716
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1556955750805
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1556955753547
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1556955766549
