what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1556970394062
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1556970394501
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1556970394827
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1556970401533
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1556970422373
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1556970425335
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1556970447608
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1556970454719
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1556970467583
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1556970468221
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1556970472919
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1556970474447
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1556970489319
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1556970492901
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1556970492908
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1556970494333
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1556970498356
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1556970564356
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1556970580044
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1556970583176
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1556970601381
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1556970628051
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1556970631322
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1556970632645
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1556970632999
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1556970633002
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1556970777401
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1556970783178
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1556970783407
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1556970799763
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1556970804958
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1556970807396
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1556970809568
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1556970810630
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1556970828197
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1556970828834
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1556970829112
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1556970829569
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1556970842851
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1556970843081
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1556970845577
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1556970846945
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1556970849496
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1556970851763
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1556971279179
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1556971285008
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1556971285987
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1556971287597
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1556971296571
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1556971297822
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1556971298606
