what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1556953681326
started,bundle,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser",1556953684488
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1556953684766
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1556953684800
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1556953686190
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1556953689202
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1556953691092
closed,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1556953691092
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1556953695690
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1556953695891
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1556953696043
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1556953696178
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1556953697492
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1556953717667
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1556953719293
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1556953720294
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1556953732012
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1556953739842
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1556953740614
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1556953741018
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1556953741422
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1556953754031
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1556953756172
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1556953758682
